Ticker,timestamp,IV_7_D_Call,IV_7_D_CallChg,IV_7_D_Put,IV_7_D_PutChg,IV_7_D_Call_1W,IV_7_D_Put_1W,IV_7_D_Call_1M,IV_7_D_Put_1M,IV_14_D_Call,IV_14_D_CallChg,IV_14_D_Put,IV_14_D_PutChg,IV_14_D_Call_1W,IV_14_D_Put_1W,IV_14_D_Call_1M,IV_14_D_Put_1M,IV_21_D_Call,IV_21_D_CallChg,IV_21_D_Put,IV_21_D_PutChg,IV_21_D_Call_1W,IV_21_D_Put_1W,IV_21_D_Call_1M,IV_21_D_Put_1M,IV_30_D_Call,IV_30_D_CallChg,IV_30_D_Put,IV_30_D_PutChg,IV_30_D_Call_1W,IV_30_D_Put_1W,IV_30_D_Call_1M,IV_30_D_Put_1M,IV_60_D_Call,IV_60_D_CallChg,IV_60_D_Put,IV_60_D_PutChg,IV_60_D_Call_1W,IV_60_D_Put_1W,IV_60_D_Call_1M,IV_60_D_Put_1M,IV_90_D_Call,IV_90_D_CallChg,IV_90_D_Put,IV_90_D_PutChg,IV_90_D_Call_1W,IV_90_D_Put_1W,IV_90_D_Call_1M,IV_90_D_Put_1M,IV_120_D_Call,IV_120_D_CallChg,IV_120_D_Put,IV_120_D_PutChg,IV_120_D_Call_1W,IV_120_D_Put_1W,IV_120_D_Call_1M,IV_120_D_Put_1M,IV_150_D_Call,IV_150_D_CallChg,IV_150_D_Put,IV_150_D_PutChg,IV_150_D_Call_1W,IV_150_D_Put_1W,IV_150_D_Call_1M,IV_150_D_Put_1M,IV_180_D_Call,IV_180_D_CallChg,IV_180_D_Put,IV_180_D_PutChg,IV_180_D_Call_1W,IV_180_D_Put_1W,IV_180_D_Call_1M,IV_180_D_Put_1M,IV_270_D_Call,IV_270_D_CallChg,IV_270_D_Put,IV_270_D_PutChg,IV_270_D_Call_1W,IV_270_D_Put_1W,IV_270_D_Call_1M,IV_270_D_Put_1M,IV_360_D_Call,IV_360_D_CallChg,IV_360_D_Put,IV_360_D_PutChg,IV_360_D_Call_1W,IV_360_D_Put_1W,IV_360_D_Call_1M,IV_360_D_Put_1M,IV_720_D_Call,IV_720_D_CallChg,IV_720_D_Put,IV_720_D_PutChg,IV_720_D_Call_1W,IV_720_D_Put_1W,IV_720_D_Call_1M,IV_720_D_Put_1M,IV_1080_D_Call,IV_1080_D_CallChg,IV_1080_D_Put,IV_1080_D_PutChg,IV_1080_D_Call_1W,IV_1080_D_Put_1W,IV_1080_D_Call_1M,IV_1080_D_Put_1M,HV_10_D_Cur,HV_20_D_Cur,HV_30_D_Cur,HV_60_D_Cur,HV_90_D_Cur,HV_120_D_Cur,HV_150_D_Cur,HV_180_D_Cur,Date,Snapshot_Age_Hours,IV_Rank_30D,IV_Term_Structure,IV_Trend_7D,HV_Trend_30D,VVIX,Recent_Vol_Spike,Volatility_Regime,Trend_State,Price_vs_SMA20_original,Price_vs_SMA50_original,Volume_Trend,ADX,RSI,Trend_Strength,RV_10D,RV_Calculated,RV_IV_Ratio,Chart_Pattern,Pattern_Confidence,Candlestick_Pattern,Entry_Timing_Quality,Reversal_Confirmation,IVHV_gap_30D,Signal_Type,Regime,IV30_Call,HV30,IVHV_gap_abs,IVHV_gap_60D,IVHV_gap_90D,IVHV_gap_180D,IVHV_gap_360D,IVHV_gap_30D_pct,IVHV_gap_60D_pct,IVHV_gap_90D_pct,IVHV_gap_180D_pct,IVHV_gap_360D_pct,ShortTerm_IV_Edge,MediumTerm_IV_Edge,LEAP_IV_Edge,UltraLEAP_IV_Edge,ShortTerm_IV_Rich,ShortTerm_IV_Cheap,MediumTerm_IV_Rich,MediumTerm_IV_Cheap,LEAP_IV_Rich,LEAP_IV_Cheap,UltraLEAP_IV_Rich,UltraLEAP_IV_Cheap,HighVol,ElevatedVol,ModerateVol,LowRank,IV_Rich,IV_Cheap,MeanReversion_Setup,Expansion_Setup,df_elevated_plus,df_moderate_vol,Chart_Regime,Chart_EMA_Signal,Chart_Signal_Type,Days_Since_Cross,Has_Crossover,Trend_Slope,Price_vs_SMA20_chart,Price_vs_SMA50_chart,SMA20,SMA50,Atr_Pct,Universal_Data_Complete,Directional_Data_Complete,Crossover_Age_Bucket,Validation_Status,Data_Completeness_Pct,Missing_Required_Data,Theory_Compliance_Score,Evaluation_Notes,Strategy_Family,Strategy_Family_Rank
CRWD,2025-08-25 07:31:39.668210,66.11,4.6,66.06,4.7,66.19,67.03,39.73,36.81,60.8,-0.71,60.82,-0.53,66.19,67.03,38.15,36.0,54.39,-0.33,54.01,0.09,57.36,58.01,37.46,36.25,49.34,-1.05,49.57,-0.58,52.44,52.76,36.43,35.61,44.17,0.17,43.91,0.44,46.49,46.23,43.77,43.38,42.84,0.73,41.77,0.14,44.73,43.96,42.19,41.13,43.86,-0.09,43.36,-0.01,45.21,44.51,41.6,40.3,42.42,-0.36,41.65,-0.48,44.6,43.82,43.78,42.21,41.75,0.05,40.98,-0.07,43.58,42.84,42.22,41.27,42.37,0.4,41.34,0.14,44.14,43.01,43.24,42.13,42.95,0.64,41.71,0.33,44.56,43.24,43.74,42.51,43.64,0.53,41.39,-0.27,44.58,42.31,43.92,42.22,43.64,0.53,41.39,-0.27,44.58,42.31,43.92,42.22,21.41,31.41,27.85,32.86,37.03,50.06,49.49,48.55,8/25/25,3038.006238044167,80.63710181136793,Inverted,Falling,Falling,6.932998389345454,False,High Vol,Bearish,-4.300167321085109,-7.399623938636742,Falling,29.98142490128247,26.757405566187543,Strong,28.483187041468717,True,0.5772838881529938,,0.0,,,False,21.490000000000002,Bearish,High Vol,49.34,27.85,21.490000000000002,11.310000000000002,5.810000000000002,-6.799999999999997,-5.599999999999994,77.16337522441651,34.41874619598296,15.689981096408323,-14.006179196704425,-11.534500514933049,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bearish,Bearish,39,True,-6.7275,-21.38,-38.03,497.29,513.94,2.86,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
APH,2025-08-25 07:31:45.266468,30.89,0.36,31.15,0.89,30.43,30.96,30.21,29.5,30.89,0.36,31.15,0.89,30.43,30.96,30.21,29.5,30.89,0.36,31.15,0.89,30.43,30.96,30.21,29.5,30.84,0.29,30.98,0.72,30.43,30.96,30.43,29.21,31.2,0.21,31.0,0.42,29.96,30.33,30.59,28.69,32.38,-0.07,32.0,-0.18,31.32,31.18,29.21,28.33,32.81,-0.32,32.34,-0.59,32.11,31.68,31.02,29.0,32.59,-0.41,31.99,-1.02,31.32,30.59,31.94,29.35,33.44,-0.04,32.48,-0.8,31.8,31.2,30.06,28.78,34.36,0.19,33.24,-0.44,33.22,32.62,31.95,30.06,35.11,0.98,33.72,0.28,33.48,32.94,32.93,30.98,34.04,-0.8,32.92,-0.93,32.91,33.04,34.09,32.67,34.04,-0.8,32.92,-0.93,32.91,33.04,34.09,32.67,20.39,24.45,24.4,20.0,26.44,35.39,39.86,38.02,8/25/25,3038.006238044167,100.0,Flat,Stable,Falling,0.19327585352432305,False,High Vol,Bullish,0.8142164945464633,0.8618926685968152,Falling,27.640597540781133,44.9086679076858,Strong,28.405255494909763,True,0.9210523831034294,,0.0,,,False,6.440000000000001,Bullish,High Vol,30.84,24.4,6.440000000000001,11.2,5.940000000000001,-4.580000000000005,-2.9100000000000037,26.393442622950825,55.99999999999999,22.4659606656581,-12.046291425565506,-7.653866386112582,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,3,True,2.4626,1.11,1.17,135.79,135.73,2.87,False,True,Age_0_5,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
ADI,2025-08-25 07:31:46.598461,25.19,2.95,25.12,1.89,39.77,40.01,30.72,29.71,25.19,2.95,25.17,1.94,39.77,40.01,28.04,28.85,25.48,2.29,25.49,1.62,34.62,34.84,27.44,28.06,25.61,1.12,25.59,1.08,32.83,33.01,31.77,32.57,26.37,0.92,26.18,1.21,30.49,30.33,32.18,30.63,27.69,1.26,27.34,1.3,29.73,29.35,30.64,29.67,28.31,0.15,27.99,0.69,30.3,29.61,29.99,29.15,28.08,0.22,27.65,0.77,30.28,29.37,30.4,29.82,28.39,0.05,27.9,0.58,30.33,29.34,30.68,29.89,28.7,-0.13,28.02,0.3,30.28,29.14,30.82,29.79,29.01,-0.11,28.15,0.21,30.44,29.24,31.15,30.06,30.12,-0.3,28.76,0.0,31.43,29.63,31.69,30.26,30.12,-0.3,28.76,0.0,31.43,29.63,31.69,30.26,37.5,31.05,28.8,25.36,29.61,46.18,45.12,42.27,8/25/25,3038.006238044167,0.0,Flat,Falling,Rising,3.183247817350491,False,Compression,Neutral,-0.36682838270898027,8.915500800072456,Falling,48.3229974274205,44.85899532375132,Strong,16.986961937159805,True,0.6632941014119409,,0.0,,,False,-3.1900000000000013,Bidirectional,Compression,25.61,28.8,3.1900000000000013,1.0100000000000016,-1.9199999999999982,-13.880000000000003,-13.260000000000002,-11.076388888888893,3.9826498422712997,-6.484295845997967,-32.836527087769106,-31.36976579134138,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True,False,True,Neutral,Bullish,Bullish,34,True,0.6799,-1.01,22.56,276.64,253.07,1.76,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
COP,2025-08-25 07:31:48.958174,26.6,2.59,26.55,2.59,27.63,27.52,28.15,27.35,26.47,2.46,26.37,2.41,27.63,27.52,30.63,29.86,26.38,1.14,26.26,1.5,26.79,26.68,30.46,30.42,26.45,0.4,25.91,1.06,26.9,25.95,29.5,28.97,27.07,-0.34,27.07,1.01,27.32,27.31,28.19,27.72,28.26,1.37,28.02,1.25,27.69,27.47,28.25,27.2,27.78,0.5,27.57,0.62,27.94,27.43,28.51,27.39,27.71,0.13,27.46,0.45,28.11,27.38,28.75,27.63,28.37,0.14,27.87,1.27,28.26,27.7,28.89,27.81,28.5,-0.88,27.73,0.74,28.73,27.53,29.28,27.96,28.34,-0.68,27.76,0.13,28.64,27.51,29.43,28.1,29.27,-0.79,28.36,0.38,29.99,28.36,30.47,28.24,29.19,-1.16,28.5,0.4,30.35,28.58,30.8,28.35,17.05,20.1,21.17,25.44,26.82,39.66,38.41,35.83,8/25/25,3038.006238044167,0.0,Flat,Stable,Falling,1.3443296553383859,False,Low Vol,Neutral,-0.38714192770414524,3.2563401500417135,Falling,40.72095717525485,49.41561475658344,Strong,37.40773936741922,True,1.4142812615281368,,0.0,,,False,5.279999999999998,Bidirectional,Low Vol,26.45,21.17,5.279999999999998,1.629999999999999,1.4400000000000013,-7.459999999999997,-7.489999999999998,24.94095418044401,6.407232704402512,5.369127516778528,-20.82054144571587,-20.904270164666478,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Neutral,Bullish,Bullish,28,True,-0.565,-0.36,2.92,92.99,89.71,2.53,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
VRTX,2025-08-25 07:31:50.362701,22.75,2.01,21.19,-1.43,24.98,22.75,43.18,43.03,23.6,2.86,22.15,-0.48,24.98,22.75,43.18,43.03,24.18,0.9,23.92,-0.24,21.09,20.53,40.83,40.72,25.28,0.21,25.51,-0.14,24.48,23.59,35.73,35.67,26.47,1.35,25.77,0.26,25.59,25.61,31.31,30.79,28.99,1.8,28.74,2.03,27.98,26.89,29.43,28.83,29.02,0.86,28.4,1.11,29.28,27.58,28.99,28.25,29.16,0.36,28.32,0.68,30.03,27.98,28.73,27.89,29.67,-0.03,28.67,0.71,30.22,28.79,28.65,27.73,30.87,-0.15,29.83,0.44,31.12,29.63,30.41,29.38,32.49,-0.46,31.38,0.32,33.28,31.28,32.2,31.15,33.51,-0.22,31.7,-0.15,34.09,31.87,33.84,32.42,33.51,-0.22,31.7,-0.15,34.09,31.87,33.84,32.42,23.85,87.96,72.53,52.97,49.26,44.04,41.24,41.41,8/25/25,3038.006238044167,7.11111111111112,Contango,Stable,Falling,5.125155824189369,False,High Vol,Bullish,1.8864660978659071,5.60366844863828,Falling,17.595675540740633,66.7106301068691,Moderate,14.899151706933033,True,0.5893651782805788,,0.0,Bearish Engulfing,Strong,True,-47.25,Bullish,High Vol,25.28,72.53,47.25,-26.5,-20.27,-11.739999999999995,-8.919999999999995,-65.14545705225424,-50.0283179158014,-41.14900527811612,-28.350639942042978,-21.540690654431284,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bullish,Bullish,89,True,5.3723,8.51,24.4,451.27,435.38,1.75,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
GOOGL,2025-08-25 07:31:53.088480,34.54,2.35,34.32,2.16,33.45,33.11,52.03,50.43,33.32,1.14,33.22,1.06,33.45,33.11,44.03,43.31,31.69,0.69,31.65,0.77,31.23,31.04,40.46,39.7,30.39,0.52,30.31,0.61,29.81,29.79,37.08,35.45,29.59,0.73,29.29,0.81,28.51,28.19,32.37,32.26,30.83,0.35,30.4,0.51,30.23,29.13,30.89,30.25,29.96,0.25,29.43,0.36,29.99,29.32,30.54,29.04,29.79,0.28,29.17,0.55,29.62,28.35,31.61,29.49,30.51,0.17,29.81,0.49,30.41,29.04,30.8,29.42,30.62,0.15,29.65,0.35,31.04,29.38,31.14,29.43,30.86,0.32,29.66,0.31,31.28,29.53,30.62,29.14,31.45,0.04,29.4,0.04,31.77,29.35,32.66,30.03,31.69,0.29,29.37,-0.09,31.97,29.41,32.94,30.44,19.65,22.77,20.02,22.59,27.76,33.18,33.59,33.4,8/25/25,3038.006238044167,7.977991746905115,Flat,Stable,Stable,3.2989122786491634,False,Compression,Bullish,0.3820640265884667,6.606660818404141,Falling,34.87237783112771,49.835047667228565,Strong,23.43549608542603,True,0.7711581469373489,,0.0,,,False,10.370000000000001,Bullish,Compression,30.39,20.02,10.370000000000001,7.0,3.0699999999999967,-2.889999999999997,-2.539999999999999,51.7982017982018,30.98716246126605,11.059077809798259,-8.652694610778434,-7.604790419161675,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Trending,Bullish,Bullish,129,True,3.5101,1.19,19.43,312.37,294.13,2.15,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
QQQ,2025-08-25 07:31:55.729371,14.74,1.21,14.73,1.2,12.66,12.55,15.85,15.74,15.3,0.21,15.05,0.1,15.19,14.97,15.56,15.76,16.43,0.85,16.25,0.87,14.92,14.75,15.94,15.79,16.44,0.53,16.29,0.57,15.26,15.05,16.25,16.01,17.49,0.49,17.19,0.47,16.51,16.25,17.2,16.89,18.1,0.21,17.72,0.2,17.74,17.35,18.23,17.86,18.65,0.18,18.13,0.12,18.48,18.01,19.07,18.73,18.97,0.2,18.35,0.1,18.82,18.3,19.67,19.13,19.41,0.19,18.69,0.06,19.23,18.64,19.77,19.27,20.45,0.21,19.43,-0.01,20.22,19.41,20.75,19.96,21.11,0.22,19.9,-0.03,20.78,19.84,21.34,20.31,22.8,0.46,20.68,-0.26,22.32,20.89,22.81,21.19,23.16,0.55,20.76,-0.33,22.57,21.0,22.95,21.34,13.61,15.15,12.74,11.96,16.82,28.65,27.15,26.05,8/25/25,3038.006238044167,100.0,Contango,Rising,Rising,0.5173221648278978,False,High Vol,Bullish,0.34924177647603316,0.9061679474888112,Falling,22.4489763307325,47.83708749998734,Moderate,15.073341953129635,True,0.916869948487204,,0.0,,,False,3.700000000000001,Bullish,High Vol,16.44,12.74,3.700000000000001,5.529999999999998,1.2800000000000011,-6.640000000000001,-4.940000000000001,29.042386185243334,46.237458193979904,7.609988109393585,-25.489443378119002,-18.963531669865645,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,6,True,4.9027,2.16,5.58,618.71,615.29,1.23,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
XLE,2025-08-25 07:31:57.877664,16.84,0.4,16.8,0.5,21.48,21.79,19.88,19.73,17.26,0.82,17.17,0.88,21.48,21.79,21.13,20.92,17.78,0.82,17.55,1.04,20.39,20.0,21.0,20.55,18.38,0.38,18.63,0.75,20.84,20.68,20.83,20.23,18.72,0.21,18.76,0.21,21.45,21.43,21.45,21.02,19.36,0.16,19.25,0.28,21.63,21.57,22.03,21.46,19.88,0.33,19.79,0.31,21.7,21.49,21.98,21.69,20.12,0.08,20.07,0.16,21.95,21.81,21.85,21.45,20.55,0.13,20.33,0.1,21.78,21.75,22.56,22.34,21.35,0.02,21.15,0.28,21.97,21.66,22.59,21.63,21.59,0.12,21.23,-0.02,22.07,21.79,22.19,21.78,22.04,0.7,21.38,0.0,22.27,21.47,22.19,21.58,22.08,1.14,21.26,0.41,21.91,21.55,22.17,21.58,13.41,15.15,15.27,18.12,19.35,30.26,28.9,27.43,8/25/25,3038.006238044167,0.0,Flat,Falling,Falling,1.1573052991996347,False,Low Vol,Neutral,-0.3619534155025199,0.6160437838318185,Stable,29.02550231272249,46.6296290574258,Strong,23.28293919229896,True,1.2667540365777454,,0.0,,,False,3.1099999999999994,Bidirectional,Low Vol,18.38,15.27,3.1099999999999994,0.5999999999999979,0.00999999999999801,-6.879999999999999,-5.84,20.366732154551404,3.311258278145683,0.051679586563297214,-25.082026977761572,-21.29055778344878,True,False,True,True,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,True,Ranging,Bearish,Bearish,12,True,0.0438,-0.16,0.27,44.78,44.35,1.5,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
XLK,2025-08-25 07:32:01.324827,19.51,1.02,19.59,0.73,18.75,18.43,19.84,18.07,19.38,0.9,19.31,0.45,18.75,18.43,18.64,17.35,19.32,0.11,19.12,0.26,18.63,18.1,18.21,17.83,19.52,0.62,19.28,0.49,18.72,18.2,18.4,17.14,19.83,-0.06,19.63,0.48,19.52,19.11,20.09,18.67,20.47,-0.01,20.12,0.16,20.4,19.89,21.06,19.36,20.86,0.09,20.4,0.06,20.86,20.31,21.48,20.35,21.47,0.35,20.77,0.41,20.86,20.48,21.72,20.91,21.78,0.28,21.01,0.15,21.03,20.62,21.63,21.0,22.31,-0.04,21.34,-0.1,21.71,20.96,22.31,21.61,22.7,0.03,21.56,-0.02,22.17,21.31,22.66,21.91,23.8,0.33,21.84,-0.14,23.28,21.83,23.62,22.14,24.07,0.58,21.7,-0.28,23.31,21.81,23.83,22.12,15.72,17.07,14.71,13.83,19.41,32.31,31.49,29.88,8/25/25,3038.006238044167,100.0,Flat,Stable,Rising,0.47102724620415226,True,High Vol,Bullish,0.6726742111335642,0.8563355024887784,Stable,13.86058625390844,45.947072977722605,Weak,19.471763455552004,True,0.9975288655508199,,0.0,,,False,4.809999999999999,Bullish,High Vol,19.52,14.71,4.809999999999999,5.999999999999998,1.0599999999999987,-8.099999999999998,-7.18,32.698844323589384,43.383947939262455,5.461102524471915,-27.10843373493975,-24.029451137884873,True,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,Neutral,Bullish,Bullish,6,True,1.4903,0.97,1.24,144.9,144.63,1.58,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
XLP,2025-08-25 07:32:03.697274,11.23,0.65,11.22,1.8,11.22,11.1,12.0,12.12,11.47,0.89,11.47,2.05,11.22,11.1,11.72,11.69,11.79,0.71,11.7,0.58,11.13,10.75,11.72,11.59,15.08,3.52,15.04,4.04,11.65,11.3,12.18,12.01,12.44,0.57,12.45,0.58,11.83,12.11,12.79,12.58,12.84,0.67,12.76,0.04,12.54,12.49,14.19,13.41,13.25,0.61,13.12,0.54,12.97,12.72,14.04,12.88,12.88,0.37,12.71,0.38,12.6,12.35,13.92,12.54,13.3,0.56,12.9,0.4,12.8,12.46,13.39,12.11,13.63,0.51,12.84,0.15,12.81,12.4,13.48,13.05,12.84,-0.11,12.18,-0.32,12.93,12.67,13.37,13.04,11.88,0.07,11.57,0.04,13.86,13.01,12.95,13.05,11.88,0.07,11.57,0.04,13.86,13.01,12.95,13.05,9.33,11.06,10.31,10.12,11.65,15.41,15.36,14.66,8/25/25,3038.006238044167,100.00000000000001,Mixed,Rising,Falling,1.507602953919455,True,High Vol,Bullish,0.15429875879311064,1.0615348062512293,Falling,13.752129995967199,61.3096558323458,Weak,7.57812606368206,True,0.5025282535598183,,0.0,,,False,4.77,Bullish,High Vol,15.08,10.31,4.77,2.3200000000000003,1.1899999999999995,-1.3599999999999994,-1.8200000000000003,46.265761396702224,22.924901185770754,10.214592274678107,-9.276944065484308,-12.41473396998636,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,Compressed,Bullish,Bullish,33,True,-0.1076,0.12,0.82,78.16,77.46,0.73,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
SMH,2025-08-25 07:32:04.866343,30.34,2.06,30.24,2.21,29.22,29.08,31.1,31.01,29.84,1.55,29.73,1.7,29.22,29.08,29.79,29.52,29.27,0.99,29.1,1.05,28.3,28.19,29.0,28.85,29.1,0.68,28.85,0.69,28.0,27.83,28.7,28.62,29.5,0.36,29.15,0.4,28.46,28.11,29.24,28.92,29.91,0.1,29.47,0.19,29.84,29.4,29.65,29.3,29.84,0.17,29.24,0.08,29.74,29.25,30.07,29.53,29.55,0.16,29.02,0.1,29.49,29.0,30.14,29.55,29.78,0.14,29.19,0.08,29.62,29.09,29.83,29.23,30.61,0.05,29.81,0.04,30.65,29.87,30.6,29.79,30.91,0.17,29.81,-0.01,31.02,29.99,31.06,30.02,31.62,0.34,29.62,-0.22,31.41,29.94,31.07,29.57,31.84,0.38,29.67,-0.21,31.47,29.85,31.37,29.49,23.22,23.27,20.81,20.94,26.37,41.8,42.56,40.5,8/25/25,3038.006238044167,100.0,Flat,Stable,Rising,0.4546060565661956,True,High Vol,Bullish,1.3469419204882367,3.355116529003647,Stable,21.424075330004133,47.70369532487871,Moderate,27.745433574066887,True,0.9534513255693088,,0.0,,,False,8.290000000000003,Bullish,High Vol,29.1,20.81,8.290000000000003,8.559999999999999,3.539999999999999,-10.719999999999999,-9.59,39.8366170110524,40.87870105062081,13.424345847554035,-26.469135802469136,-23.679012345679013,True,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,True,False,Trending,Bullish,Bullish,10,True,6.0456,4.84,11.82,359.37,352.39,2.32,False,True,Age_6_15,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
DKNG,2025-08-25 07:32:06.061547,36.74,2.57,36.33,2.96,36.23,35.77,39.77,38.45,37.09,2.93,36.47,3.09,36.23,35.77,59.89,59.97,37.86,2.7,36.77,2.22,35.72,34.97,58.88,58.24,37.77,1.7,37.12,1.66,35.76,35.42,53.86,52.85,38.41,1.02,38.36,1.68,36.65,35.74,47.58,46.85,41.55,-0.04,41.52,0.81,40.73,39.95,47.16,46.47,40.65,0.22,40.32,0.52,40.77,40.02,46.95,46.28,40.41,0.52,39.64,0.56,40.01,39.17,45.63,44.76,41.66,0.74,40.85,0.6,41.22,40.27,44.57,43.61,41.44,0.61,40.38,0.11,41.46,40.35,45.07,44.99,41.16,0.07,40.24,0.33,41.61,40.32,45.37,45.71,41.18,-1.08,39.91,-0.88,42.69,40.69,46.32,44.58,40.77,-1.64,39.7,-1.11,42.91,40.81,46.36,44.77,20.31,36.17,31.38,37.93,36.43,46.45,49.57,47.87,8/25/25,3038.006238044167,11.104972375690636,Flat,Rising,Falling,8.100330583103108,False,High Vol,Neutral,-0.26852734924421834,6.483668076020354,Falling,41.62652783330077,40.69343865967863,Strong,22.336217397465926,True,0.5913745670496671,,0.0,,,False,6.390000000000004,Bidirectional,High Vol,37.77,31.38,6.390000000000004,0.4799999999999969,5.119999999999997,-6.210000000000001,-6.710000000000001,20.36328871892927,1.2654890587925043,14.05435080977216,-12.972634217672866,-14.017129726342178,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,False,True,False,Ranging,Bullish,Bullish,28,True,0.0551,-0.09,2.1,34.63,32.44,3.3,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
COIN,2025-08-25 07:32:07.163904,57.43,5.0,56.92,4.33,55.3,55.12,74.84,75.01,56.83,4.39,56.47,3.88,55.3,55.12,69.39,68.76,56.29,2.44,56.27,3.29,54.81,54.04,65.72,64.96,56.74,2.72,57.02,3.16,55.12,54.92,63.24,62.59,58.06,1.96,57.73,1.85,56.85,56.37,61.05,60.67,59.62,0.98,59.14,0.9,59.42,59.01,60.35,59.93,58.76,0.27,58.35,0.96,59.48,58.92,61.25,61.04,58.26,0.89,57.39,0.84,58.79,58.45,61.37,60.45,58.35,0.67,57.41,0.72,58.77,58.33,60.83,59.96,58.72,0.65,57.55,0.58,58.92,58.03,61.12,60.17,58.18,0.67,56.93,0.56,58.35,57.68,61.08,60.06,58.06,1.05,55.81,-0.13,57.94,56.58,61.59,59.91,58.21,1.2,55.67,-0.22,57.87,56.47,61.63,59.76,51.57,79.73,67.61,72.33,75.89,82.22,79.02,78.21,8/25/25,3038.006238044167,19.950738916256203,Flat,Stable,Falling,3.5088586305077754,False,Compression,Bearish,-9.022447513850377,-18.01312239910215,Stable,21.324081781451678,20.501943921629476,Moderate,39.70273398736948,True,0.6997309479620987,,0.0,,,False,-10.869999999999997,Bearish,Compression,56.74,67.61,10.869999999999997,-14.269999999999996,-16.270000000000003,-19.859999999999992,-20.029999999999994,-16.07750332791007,-19.729019770496333,-21.43892475952036,-25.393172228615256,-25.610535737118013,True,True,True,True,False,True,False,True,False,True,False,True,True,False,False,True,False,True,False,False,True,False,Trending,Bearish,Bearish,60,True,-8.8899,-23.18,-51.36,256.95,285.13,5.05,False,True,Age_16_plus,Reject,0.0,No valid contracts selected,0.0,Contract selection failed: Unknown,Other,1
